Addr, hmin0, hmax0, hmed0, mmin0, mmax0, mmed0
0x7f323a6d10c0, 93, 107, 96, 81, 87, 83
0x7f323a6d1100, 95, 107, 97, 83, 107, 93
0x7f323a6d1140, 91, 104, 95, 85, 92, 89
0x7f323a6d1180, 83, 97, 87, 77, 83, 81
0x7f323a6d11c0, 91, 105, 95, 79, 93, 83
0x7f323a6d1200, 95, 109, 99, 85, 91, 87
0x7f323a6d1240, 91, 106, 95, 85, 91, 89
0x7f323a6d1280, 83, 96, 87, 79, 93, 81
0x7f323a6d12c0, 93, 106, 96, 81, 87, 83
0x7f323a6d1300, 93, 109, 97, 83, 89, 87
0x7f323a6d1340, 91, 105, 97, 85, 99, 89
0x7f323a6d1380, 83, 95, 86, 77, 83, 81
0x7f323a6d13c0, 91, 113, 95, 79, 86, 83
0x7f323a6d1400, 92, 106, 95, 85, 94, 89
0x7f323a6d1440, 95, 107, 99, 85, 90, 87
0x7f323a6d1480, 92, 113, 95, 81, 87, 83
0x7f323a6d14c0, 83, 100, 88, 79, 91, 81
0x7f323a6d1500, 92, 107, 95, 85, 93, 89
0x7f323a6d1540, 93, 106, 97, 83, 89, 87
0x7f323a6d1580, 91, 104, 95, 79, 93, 83
0x7f323a6d15c0, 83, 96, 86, 77, 83, 81
0x7f323a6d1600, 92, 103, 95, 85, 91, 89
0x7f323a6d1640, 95, 107, 98, 85, 97, 87
0x7f323a6d1680, 92, 106, 95, 81, 87, 83
0x7f323a6d16c0, 83, 97, 87, 79, 85, 81
0x7f323a6d1700, 91, 105, 95, 85, 99, 89
0x7f323a6d1740, 93, 107, 97, 83, 89, 87
0x7f323a6d1780, 91, 140, 101, 79, 85, 83
0x7f323a6d17c0, 83, 97, 87, 77, 89, 81
0x7f323a6d1800, 83, 99, 87, 79, 84, 81
0x7f323a6d1840, 92, 123, 96, 81, 87, 83
0x7f323a6d1880, 95, 107, 99, 85, 97, 87
0x7f323a6d18c0, 91, 103, 95, 85, 92, 89
0x7f323a6d1900, 83, 99, 86, 77, 83, 81
0x7f323a6d1940, 91, 132, 95, 79, 89, 83
0x7f323a6d1980, 93, 106, 97, 83, 89, 87
0x7f323a6d19c0, 91, 104, 95, 85, 92, 89
0x7f323a6d1a00, 83, 101, 87, 79, 93, 81
0x7f323a6d1a40, 93, 105, 96, 81, 87, 83
0x7f323a6d1a80, 95, 109, 98, 85, 91, 87
0x7f323a6d1ac0, 91, 104, 95, 85, 97, 89
0x7f323a6d1b00, 83, 96, 87, 77, 83, 81
0x7f323a6d1b40, 91, 105, 95, 79, 86, 83
0x7f323a6d1b80, 93, 142, 97, 83, 90, 87
0x7f323a6d1bc0, 91, 105, 95, 85, 93, 89
0x7f323a6d1c00, 93, 108, 95, 81, 87, 83
0x7f323a6d1c40, 83, 99, 87, 79, 85, 81
0x7f323a6d1c80, 91, 105, 95, 85, 93, 89
0x7f323a6d1cc0, 95, 107, 99, 85, 97, 87
0x7f323a6d1d00, 91, 105, 95, 79, 85, 83
0x7f323a6d1d40, 83, 99, 87, 77, 83, 81
0x7f323a6d1d80, 92, 107, 95, 85, 107, 91
0x7f323a6d1dc0, 93, 106, 99, 83, 91, 87
0x7f323a6d1e00, 93, 139, 96, 81, 87, 83
0x7f323a6d1e40, 83, 102, 87, 79, 85, 81
0x7f323a6d1e80, 92, 105, 95, 85, 104, 89
0x7f323a6d1ec0, 95, 107, 100, 83, 92, 87
0x7f323a6d1f00, 91, 107, 95, 79, 87, 83
0x7f323a6d1f40, 83, 95, 87, 77, 87, 81
0x7f323a6d1f80, 92, 104, 95, 85, 93, 89
0x7f323a6d1fc0, 93, 110, 98, 83, 89, 87
0x7f323a6d2000, 93, 105, 95, 81, 93, 83
0x7f323a6d2040, 83, 99, 87, 79, 85, 81
0x7f323a6d2080, 92, 106, 95, 85, 91, 89
0x7f323a6d20c0, 95, 106, 99, 85, 93, 87
0x7f323a6d2100, 91, 107, 95, 79, 86, 83
0x7f323a6d2140, 83, 95, 87, 77, 83, 81
0x7f323a6d2180, 92, 105, 95, 85, 93, 89
0x7f323a6d21c0, 93, 109, 97, 83, 90, 87
0x7f323a6d2200, 92, 140, 96, 81, 87, 83
0x7f323a6d2240, 83, 97, 87, 79, 85, 81
0x7f323a6d2280, 93, 104, 95, 85, 93, 89
0x7f323a6d22c0, 95, 108, 100, 85, 91, 87
0x7f323a6d2300, 91, 105, 95, 79, 85, 83
0x7f323a6d2340, 83, 103, 85, 77, 84, 81
0x7f323a6d2380, 91, 106, 95, 85, 92, 89
0x7f323a6d23c0, 93, 107, 97, 83, 90, 87
0x7f323a6d2400, 83, 105, 89, 79, 85, 81
0x7f323a6d2440, 92, 117, 96, 81, 87, 83
0x7f323a6d2480, 94, 109, 99, 83, 99, 87
0x7f323a6d24c0, 91, 127, 95, 85, 92, 89
0x7f323a6d2500, 83, 97, 87, 77, 84, 81
0x7f323a6d2540, 91, 105, 95, 79, 93, 83
0x7f323a6d2580, 93, 108, 97, 83, 90, 87
0x7f323a6d25c0, 91, 105, 95, 85, 92, 89
0x7f323a6d2600, 83, 97, 87, 79, 93, 81
0x7f323a6d2640, 93, 105, 96, 81, 87, 83
0x7f323a6d2680, 95, 109, 99, 83, 91, 87
0x7f323a6d26c0, 91, 104, 95, 85, 99, 89
0x7f323a6d2700, 83, 95, 85, 77, 83, 81
0x7f323a6d2740, 91, 108, 95, 79, 86, 83
0x7f323a6d2780, 93, 142, 97, 83, 96, 87
0x7f323a6d27c0, 91, 106, 95, 85, 91, 89
0x7f323a6d2800, 92, 106, 96, 85, 92, 89
0x7f323a6d2840, 95, 109, 99, 83, 101, 88
0x7f323a6d2880, 93, 106, 97, 81, 87, 83
0x7f323a6d28c0, 83, 97, 87, 79, 85, 81
0x7f323a6d2900, 92, 105, 95, 85, 99, 89
0x7f323a6d2940, 93, 105, 97, 83, 89, 87
0x7f323a6d2980, 91, 107, 95, 79, 86, 83
0x7f323a6d29c0, 83, 95, 87, 77, 91, 81
0x7f323a6d2a00, 92, 114, 95, 85, 101, 89
0x7f323a6d2a40, 95, 102, 98, 85, 91, 87
0x7f323a6d2a80, 92, 107, 97, 81, 87, 83
0x7f323a6d2ac0, 83, 92, 87, 79, 249, 81
0x7f323a6d2b00, 91, 99, 95, 85, 91, 89
0x7f323a6d2b40, 93, 108, 97, 83, 90, 87
0x7f323a6d2b80, 91, 100, 95, 79, 93, 83
0x7f323a6d2bc0, 83, 89, 85, 77, 85, 81
0x7f323a6d2c00, 95, 109, 98, 85, 91, 87
0x7f323a6d2c40, 92, 100, 95, 85, 98, 89
0x7f323a6d2c80, 83, 91, 87, 79, 85, 81
0x7f323a6d2cc0, 93, 100, 97, 81, 86, 83
0x7f323a6d2d00, 93, 101, 97, 83, 90, 87
0x7f323a6d2d40, 91, 106, 95, 85, 92, 89
0x7f323a6d2d80, 83, 91, 86, 77, 84, 81
0x7f323a6d2dc0, 91, 101, 95, 79, 86, 83
0x7f323a6d2e00, 95, 108, 98, 83, 91, 87
0x7f323a6d2e40, 91, 99, 95, 85, 92, 89
0x7f323a6d2e80, 83, 92, 87, 79, 85, 81
0x7f323a6d2ec0, 93, 100, 96, 81, 87, 83
0x7f323a6d2f00, 93, 103, 97, 83, 97, 87
0x7f323a6d2f40, 91, 99, 95, 85, 92, 89
0x7f323a6d2f80, 83, 96, 87, 77, 83, 81
0x7f323a6d2fc0, 91, 99, 95, 79, 91, 83
0x7f323a6d3000, 83, 91, 86, 77, 83, 81
0x7f323a6d3040, 91, 106, 96, 79, 99, 83
0x7f323a6d3080, 93, 109, 97, 83, 97, 87
0x7f323a6d30c0, 92, 100, 97, 85, 91, 89
0x7f323a6d3100, 83, 97, 87, 79, 85, 81
0x7f323a6d3140, 93, 101, 97, 81, 87, 83
0x7f323a6d3180, 95, 102, 99, 83, 91, 87
0x7f323a6d31c0, 91, 100, 95, 85, 91, 89
0x7f323a6d3200, 83, 91, 85, 77, 84, 81
0x7f323a6d3240, 91, 100, 95, 79, 85, 83
0x7f323a6d3280, 93, 103, 97, 83, 90, 87
0x7f323a6d32c0, 91, 99, 95, 85, 91, 89
0x7f323a6d3300, 83, 97, 87, 79, 85, 81
0x7f323a6d3340, 93, 101, 96, 81, 87, 83
0x7f323a6d3380, 95, 102, 98, 83, 91, 87
0x7f323a6d33c0, 91, 101, 95, 85, 91, 89
0x7f323a6d3400, 91, 99, 95, 79, 93, 83
0x7f323a6d3440, 81, 91, 85, 77, 83, 81
0x7f323a6d3480, 92, 99, 95, 85, 99, 89
0x7f323a6d34c0, 95, 103, 99, 83, 98, 87
0x7f323a6d3500, 93, 100, 97, 81, 87, 83
0x7f323a6d3540, 83, 97, 87, 79, 85, 81
0x7f323a6d3580, 92, 99, 95, 85, 99, 89
0x7f323a6d35c0, 95, 111, 99, 85, 99, 88
0x7f323a6d3600, 91, 105, 95, 79, 85, 83
0x7f323a6d3640, 83, 91, 85, 77, 89, 81
0x7f323a6d3680, 92, 116, 103, 85, 92, 89
0x7f323a6d36c0, 93, 100, 97, 83, 89, 87
0x7f323a6d3700, 92, 107, 97, 81, 87, 83
0x7f323a6d3740, 83, 91, 87, 79, 85, 81
0x7f323a6d3780, 92, 107, 95, 85, 99, 89
0x7f323a6d37c0, 94, 109, 99, 85, 91, 87
0x7f323a6d3800, 93, 101, 97, 83, 97, 87
0x7f323a6d3840, 91, 99, 95, 85, 92, 89
0x7f323a6d3880, 83, 95, 87, 77, 83, 81
0x7f323a6d38c0, 91, 99, 95, 79, 93, 83
0x7f323a6d3900, 95, 103, 98, 83, 91, 87
0x7f323a6d3940, 91, 105, 97, 85, 92, 89
0x7f323a6d3980, 83, 91, 87, 79, 85, 81
0x7f323a6d39c0, 93, 101, 98, 81, 87, 83
0x7f323a6d3a00, 93, 102, 97, 83, 89, 87
0x7f323a6d3a40, 91, 100, 95, 85, 92, 89
0x7f323a6d3a80, 83, 95, 85, 77, 83, 81
0x7f323a6d3ac0, 91, 99, 95, 79, 86, 83
0x7f323a6d3b00, 95, 109, 98, 85, 91, 87
0x7f323a6d3b40, 91, 106, 95, 85, 93, 89
0x7f323a6d3b80, 83, 92, 87, 79, 85, 81
0x7f323a6d3bc0, 92, 102, 97, 81, 87, 83
0x7f323a6d3c00, 92, 105, 95, 85, 92, 89
0x7f323a6d3c40, 93, 101, 97, 83, 90, 87
0x7f323a6d3c80, 91, 100, 95, 79, 86, 83
0x7f323a6d3cc0, 83, 91, 86, 77, 89, 81
0x7f323a6d3d00, 92, 115, 95, 85, 98, 89
0x7f323a6d3d40, 95, 103, 99, 85, 92, 87
0x7f323a6d3d80, 92, 107, 95, 81, 87, 83
0x7f323a6d3dc0, 83, 91, 87, 79, 85, 81
0x7f323a6d3e00, 93, 99, 95, 85, 91, 89
0x7f323a6d3e40, 93, 102, 97, 83, 90, 87
0x7f323a6d3e80, 91, 100, 95, 79, 91, 83
0x7f323a6d3ec0, 83, 91, 87, 77, 83, 81
0x7f323a6d3f00, 92, 105, 95, 85, 92, 89
0x7f323a6d3f40, 95, 103, 99, 85, 97, 87
0x7f323a6d3f80, 92, 101, 96, 81, 87, 83
0x7f323a6d3fc0, 83, 91, 87, 79, 84, 81
0x7f323a6d4000, 93, 100, 97, 83, 90, 87
0x7f323a6d4040, 91, 99, 95, 85, 92, 89
0x7f323a6d4080, 83, 95, 87, 77, 83, 81
0x7f323a6d40c0, 91, 100, 95, 79, 87, 83
0x7f323a6d4100, 95, 103, 99, 85, 91, 87
0x7f323a6d4140, 91, 105, 97, 85, 92, 89
0x7f323a6d4180, 83, 91, 87, 79, 85, 81
0x7f323a6d41c0, 92, 107, 95, 81, 87, 83
0x7f323a6d4200, 93, 103, 99, 83, 89, 87
0x7f323a6d4240, 91, 100, 95, 85, 92, 89
0x7f323a6d4280, 83, 93, 87, 77, 83, 81
0x7f323a6d42c0, 91, 100, 95, 79, 85, 83
0x7f323a6d4300, 95, 103, 99, 85, 91, 87
0x7f323a6d4340, 91, 105, 95, 85, 92, 89
0x7f323a6d4380, 83, 99, 87, 79, 93, 81
0x7f323a6d43c0, 92, 101, 95, 81, 87, 83
0x7f323a6d4400, 92, 105, 95, 85, 93, 89
0x7f323a6d4440, 93, 103, 97, 83, 97, 87
0x7f323a6d4480, 91, 101, 95, 79, 85, 83
0x7f323a6d44c0, 83, 95, 87, 77, 85, 81
0x7f323a6d4500, 92, 99, 95, 85, 99, 89
0x7f323a6d4540, 95, 104, 100, 85, 91, 87
0x7f323a6d4580, 92, 107, 95, 81, 86, 83
0x7f323a6d45c0, 83, 93, 87, 79, 84, 81
0x7f323a6d4600, 93, 100, 97, 85, 91, 89
0x7f323a6d4640, 93, 103, 97, 83, 89, 87
0x7f323a6d4680, 91, 99, 95, 79, 93, 83
0x7f323a6d46c0, 83, 91, 87, 77, 84, 81
0x7f323a6d4700, 92, 108, 95, 85, 92, 89
0x7f323a6d4740, 95, 101, 98, 85, 97, 87
0x7f323a6d4780, 93, 111, 97, 81, 93, 83
0x7f323a6d47c0, 83, 105, 87, 79, 85, 81
0x7f323a6d4800, 83, 91, 86, 77, 85, 81
0x7f323a6d4840, 91, 100, 95, 79, 86, 83
0x7f323a6d4880, 93, 107, 97, 83, 90, 87
0x7f323a6d48c0, 92, 99, 95, 85, 92, 89
0x7f323a6d4900, 83, 91, 87, 79, 85, 81
0x7f323a6d4940, 93, 103, 97, 81, 87, 83
0x7f323a6d4980, 95, 109, 98, 85, 107, 89
0x7f323a6d49c0, 92, 109, 97, 85, 92, 89
0x7f323a6d4a00, 83, 95, 87, 77, 83, 81
0x7f323a6d4a40, 91, 99, 95, 79, 86, 83
0x7f323a6d4a80, 93, 109, 97, 83, 97, 87
0x7f323a6d4ac0, 91, 106, 95, 85, 93, 89
0x7f323a6d4b00, 83, 97, 87, 79, 92, 81
0x7f323a6d4b40, 93, 107, 96, 81, 86, 83
0x7f323a6d4b80, 94, 113, 99, 85, 90, 87
0x7f323a6d4bc0, 91, 105, 95, 85, 99, 89
0x7f323a6d4c00, 93, 104, 97, 79, 87, 83
0x7f323a6d4c40, 81, 97, 87, 77, 83, 81
0x7f323a6d4c80, 92, 106, 95, 85, 99, 89
0x7f323a6d4cc0, 93, 109, 97, 83, 90, 87
0x7f323a6d4d00, 93, 111, 98, 81, 87, 83
0x7f323a6d4d40, 83, 96, 87, 79, 91, 81
0x7f323a6d4d80, 92, 107, 95, 85, 91, 89
0x7f323a6d4dc0, 95, 112, 99, 85, 91, 87
0x7f323a6d4e00, 91, 107, 95, 79, 93, 83
0x7f323a6d4e40, 83, 97, 87, 77, 83, 81
0x7f323a6d4e80, 92, 104, 95, 85, 91, 89
0x7f323a6d4ec0, 93, 107, 97, 83, 97, 87
0x7f323a6d4f00, 92, 105, 96, 81, 87, 83
0x7f323a6d4f40, 83, 99, 87, 79, 85, 81
0x7f323a6d4f80, 92, 104, 95, 85, 93, 89
0x7f323a6d4fc0, 94, 109, 98, 85, 91, 87
0x7f323a6d5000, 92, 116, 96, 85, 91, 89
0x7f323a6d5040, 95, 107, 99, 85, 97, 87
0x7f323a6d5080, 92, 106, 97, 81, 87, 83
0x7f323a6d50c0, 83, 97, 87, 79, 85, 81
0x7f323a6d5100, 93, 106, 95, 85, 107, 89
0x7f323a6d5140, 94, 107, 99, 83, 90, 87
0x7f323a6d5180, 91, 106, 95, 79, 85, 83
0x7f323a6d51c0, 83, 95, 87, 77, 84, 81
0x7f323a6d5200, 92, 104, 95, 85, 92, 89
0x7f323a6d5240, 95, 110, 98, 85, 91, 87
0x7f323a6d5280, 92, 107, 96, 81, 91, 83
0x7f323a6d52c0, 83, 95, 87, 79, 85, 81
0x7f323a6d5300, 93, 105, 97, 85, 92, 89
0x7f323a6d5340, 93, 109, 97, 83, 119, 87
0x7f323a6d5380, 91, 104, 95, 79, 93, 83
0x7f323a6d53c0, 83, 93, 87, 77, 83, 81
0x7f323a6d5400, 95, 109, 99, 83, 91, 87
0x7f323a6d5440, 91, 105, 95, 85, 93, 89
0x7f323a6d5480, 83, 97, 87, 79, 85, 81
0x7f323a6d54c0, 92, 108, 96, 81, 87, 83
0x7f323a6d5500, 93, 106, 97, 83, 89, 87
0x7f323a6d5540, 91, 105, 95, 85, 99, 89
0x7f323a6d5580, 83, 95, 87, 77, 83, 81
0x7f323a6d55c0, 91, 125, 95, 79, 86, 83
0x7f323a6d5600, 95, 286, 99, 83, 91, 87
0x7f323a6d5640, 91, 107, 95, 85, 92, 89
0x7f323a6d5680, 83, 98, 87, 79, 85, 81
0x7f323a6d56c0, 92, 108, 95, 81, 87, 83
0x7f323a6d5700, 93, 106, 97, 83, 89, 87
0x7f323a6d5740, 91, 104, 95, 85, 91, 89
0x7f323a6d5780, 83, 101, 85, 77, 83, 81
0x7f323a6d57c0, 91, 104, 95, 79, 86, 83
0x7f323a6d5800, 92, 122, 95, 81, 87, 83
0x7f323a6d5840, 83, 99, 87, 79, 85, 81
0x7f323a6d5880, 92, 105, 95, 85, 92, 89
0x7f323a6d58c0, 95, 107, 98, 85, 91, 87
0x7f323a6d5900, 91, 117, 95, 79, 95, 83
0x7f323a6d5940, 83, 97, 87, 77, 83, 81
0x7f323a6d5980, 92, 103, 95, 85, 92, 89
0x7f323a6d59c0, 93, 109, 97, 83, 99, 87
0x7f323a6d5a00, 93, 105, 97, 81, 87, 83
0x7f323a6d5a40, 83, 97, 87, 79, 85, 81
0x7f323a6d5a80, 92, 111, 95, 85, 99, 89
0x7f323a6d5ac0, 94, 109, 99, 85, 91, 87
0x7f323a6d5b00, 91, 107, 95, 79, 85, 83
0x7f323a6d5b40, 83, 98, 87, 77, 93, 81
0x7f323a6d5b80, 92, 104, 95, 85, 99, 89
0x7f323a6d5bc0, 93, 109, 97, 83, 90, 87
0x7f323a6d5c00, 83, 97, 87, 79, 93, 81
0x7f323a6d5c40, 92, 106, 96, 81, 87, 83
0x7f323a6d5c80, 95, 116, 99, 85, 91, 87
0x7f323a6d5cc0, 91, 105, 95, 85, 92, 89
0x7f323a6d5d00, 83, 91, 86, 77, 83, 81
0x7f323a6d5d40, 91, 105, 95, 79, 86, 83
0x7f323a6d5d80, 93, 110, 97, 83, 89, 87
0x7f323a6d5dc0, 91, 100, 95, 85, 99, 89
0x7f323a6d5e00, 83, 91, 87, 79, 85, 81
0x7f323a6d5e40, 92, 107, 95, 81, 87, 83
0x7f323a6d5e80, 95, 102, 98, 83, 97, 87
0x7f323a6d5ec0, 93, 100, 97, 85, 92, 89
0x7f323a6d5f00, 83, 103, 87, 77, 83, 81
0x7f323a6d5f40, 91, 100, 95, 79, 92, 83
0x7f323a6d5f80, 93, 101, 97, 83, 115, 87
0x7f323a6d5fc0, 91, 107, 95, 85, 92, 89
0x7f323a6d6000, 83, 91, 87, 79, 87, 81
0x7f323a6d6040, 93, 100, 97, 81, 86, 83
0x7f323a6d6080, 95, 107, 99, 83, 91, 87
0x7f323a6d60c0, 91, 100, 95, 85, 92, 89
0x7f323a6d6100, 83, 91, 87, 77, 83, 81
0x7f323a6d6140, 91, 105, 95, 79, 85, 83
0x7f323a6d6180, 95, 103, 99, 83, 90, 87
0x7f323a6d61c0, 91, 105, 95, 85, 92, 89
0x7f323a6d6200, 83, 91, 87, 79, 85, 81
0x7f323a6d6240, 91, 101, 95, 81, 87, 83
0x7f323a6d6280, 95, 113, 99, 85, 91, 87
0x7f323a6d62c0, 91, 99, 95, 85, 99, 89
0x7f323a6d6300, 83, 93, 86, 77, 83, 81
0x7f323a6d6340, 91, 105, 95, 79, 86, 83
0x7f323a6d6380, 94, 103, 99, 83, 90, 87
0x7f323a6d63c0, 92, 99, 95, 85, 92, 89
0x7f323a6d6400, 92, 101, 95, 81, 87, 83
0x7f323a6d6440, 83, 91, 87, 77, 86, 81
0x7f323a6d6480, 92, 100, 95, 85, 92, 89
0x7f323a6d64c0, 95, 109, 99, 85, 91, 87
0x7f323a6d6500, 91, 99, 95, 79, 85, 83
0x7f323a6d6540, 83, 91, 88, 77, 83, 81
0x7f323a6d6580, 92, 100, 95, 85, 91, 89
0x7f323a6d65c0, 93, 103, 97, 83, 96, 87
0x7f323a6d6600, 92, 106, 96, 81, 87, 83
0x7f323a6d6640, 83, 91, 87, 79, 85, 81
0x7f323a6d6680, 92, 100, 95, 85, 92, 89
0x7f323a6d66c0, 95, 109, 98, 85, 91, 87
0x7f323a6d6700, 92, 99, 95, 79, 85, 83
0x7f323a6d6740, 83, 91, 87, 77, 84, 81
0x7f323a6d6780, 93, 101, 95, 85, 91, 89
0x7f323a6d67c0, 93, 103, 99, 83, 90, 87
0x7f323a6d6800, 94, 101, 98, 85, 91, 87
0x7f323a6d6840, 91, 105, 95, 85, 92, 89
0x7f323a6d6880, 83, 92, 87, 79, 85, 81
0x7f323a6d68c0, 92, 106, 95, 81, 87, 83
0x7f323a6d6900, 93, 109, 97, 83, 101, 87
0x7f323a6d6940, 91, 99, 95, 85, 99, 89
0x7f323a6d6980, 83, 89, 85, 77, 83, 81
0x7f323a6d69c0, 91, 107, 95, 79, 85, 83
0x7f323a6d6a00, 94, 103, 98, 85, 97, 87
0x7f323a6d6a40, 93, 100, 96, 85, 93, 89
0x7f323a6d6a80, 83, 97, 87, 79, 85, 81
0x7f323a6d6ac0, 93, 99, 95, 81, 91, 83
0x7f323a6d6b00, 94, 101, 97, 83, 89, 87
0x7f323a6d6b40, 91, 105, 95, 85, 93, 89
0x7f323a6d6b80, 83, 90, 85, 77, 84, 81
0x7f323a6d6bc0, 93, 101, 97, 79, 85, 83
0x7f323a6d6c00, 91, 105, 95, 85, 92, 89
0x7f323a6d6c40, 95, 102, 99, 85, 91, 87
0x7f323a6d6c80, 93, 107, 97, 81, 87, 83
0x7f323a6d6cc0, 83, 91, 87, 79, 85, 81
0x7f323a6d6d00, 92, 99, 95, 85, 92, 89
0x7f323a6d6d40, 93, 109, 97, 83, 90, 87
0x7f323a6d6d80, 91, 106, 95, 79, 86, 83
0x7f323a6d6dc0, 83, 91, 88, 77, 83, 81
0x7f323a6d6e00, 92, 100, 95, 85, 93, 89
0x7f323a6d6e40, 95, 103, 98, 83, 91, 87
0x7f323a6d6e80, 91, 99, 95, 81, 87, 83
0x7f323a6d6ec0, 83, 97, 87, 79, 84, 81
0x7f323a6d6f00, 92, 99, 95, 85, 93, 89
0x7f323a6d6f40, 93, 103, 97, 83, 90, 87
0x7f323a6d6f80, 92, 107, 95, 79, 249, 83
0x7f323a6d6fc0, 83, 97, 85, 77, 91, 81
0x7f323a6d7000, 91, 99, 95, 79, 86, 83
0x7f323a6d7040, 83, 95, 86, 77, 83, 81
0x7f323a6d7080, 92, 100, 95, 85, 101, 95
0x7f323a6d70c0, 93, 111, 97, 83, 90, 87
0x7f323a6d7100, 92, 105, 95, 81, 87, 83
0x7f323a6d7140, 83, 93, 87, 79, 93, 81
0x7f323a6d7180, 92, 99, 95, 85, 91, 89
0x7f323a6d71c0, 95, 108, 98, 85, 91, 87
0x7f323a6d7200, 92, 107, 95, 79, 91, 83
0x7f323a6d7240, 81, 97, 85, 77, 85, 81
0x7f323a6d7280, 91, 104, 95, 85, 93, 89
0x7f323a6d72c0, 93, 101, 97, 83, 97, 87
0x7f323a6d7300, 92, 99, 95, 81, 87, 83
0x7f323a6d7340, 83, 97, 87, 77, 85, 81
0x7f323a6d7380, 92, 99, 95, 85, 97, 89
0x7f323a6d73c0, 95, 102, 99, 85, 91, 87
0x7f323a6d7400, 83, 90, 86, 77, 83, 81
0x7f323a6d7440, 91, 100, 95, 79, 85, 83
0x7f323a6d7480, 93, 101, 97, 83, 89, 87
0x7f323a6d74c0, 91, 99, 95, 85, 92, 89
0x7f323a6d7500, 83, 91, 87, 79, 85, 81
0x7f323a6d7540, 92, 106, 95, 81, 87, 83
0x7f323a6d7580, 95, 102, 98, 83, 91, 87
0x7f323a6d75c0, 91, 136, 95, 85, 99, 89
0x7f323a6d7600, 83, 91, 86, 77, 83, 81
0x7f323a6d7640, 91, 105, 95, 79, 85, 83
0x7f323a6d7680, 93, 101, 97, 83, 90, 87
0x7f323a6d76c0, 91, 100, 97, 85, 93, 89
0x7f323a6d7700, 83, 97, 87, 79, 85, 81
0x7f323a6d7740, 92, 100, 95, 81, 87, 83
0x7f323a6d7780, 94, 110, 98, 85, 91, 87
0x7f323a6d77c0, 91, 105, 97, 85, 92, 89
0x7f323a6d7800, 93, 100, 95, 85, 100, 89
0x7f323a6d7840, 93, 102, 97, 83, 90, 87
0x7f323a6d7880, 91, 105, 95, 79, 85, 83
0x7f323a6d78c0, 83, 91, 87, 77, 83, 81
0x7f323a6d7900, 92, 106, 95, 85, 91, 89
0x7f323a6d7940, 95, 109, 100, 85, 91, 87
0x7f323a6d7980, 92, 101, 97, 81, 87, 83
0x7f323a6d79c0, 83, 97, 87, 79, 85, 81
0x7f323a6d7a00, 92, 99, 95, 85, 92, 89
0x7f323a6d7a40, 93, 102, 97, 83, 90, 87
0x7f323a6d7a80, 91, 107, 95, 79, 85, 83
0x7f323a6d7ac0, 83, 89, 85, 77, 83, 81
0x7f323a6d7b00, 92, 100, 95, 85, 92, 89
0x7f323a6d7b40, 94, 102, 98, 85, 91, 87
0x7f323a6d7b80, 92, 101, 95, 81, 92, 83
0x7f323a6d7bc0, 83, 92, 87, 79, 85, 81
0x7f323a6d7c00, 93, 102, 97, 83, 256, 87
0x7f323a6d7c40, 91, 107, 95, 85, 91, 89
0x7f323a6d7c80, 83, 91, 85, 77, 85, 81
0x7f323a6d7cc0, 91, 107, 95, 79, 86, 83
0x7f323a6d7d00, 95, 103, 98, 83, 91, 87
0x7f323a6d7d40, 91, 100, 95, 85, 92, 89
0x7f323a6d7d80, 83, 97, 87, 79, 85, 81
0x7f323a6d7dc0, 92, 100, 95, 81, 89, 83
0x7f323a6d7e00, 93, 103, 97, 83, 91, 87
0x7f323a6d7e40, 91, 107, 95, 85, 92, 89
0x7f323a6d7e80, 83, 92, 88, 77, 83, 81
0x7f323a6d7ec0, 91, 100, 95, 79, 85, 83
0x7f323a6d7f00, 95, 103, 98, 85, 91, 87
0x7f323a6d7f40, 91, 99, 95, 85, 99, 89
0x7f323a6d7f80, 83, 91, 87, 79, 85, 81
0x7f323a6d7fc0, 92, 101, 96, 81, 87, 83
0x7f323a6d8000, 91, 99, 95, 79, 85, 83
0x7f323a6d8040, 83, 97, 86, 77, 83, 81
0x7f323a6d8080, 92, 107, 95, 85, 93, 89
0x7f323a6d80c0, 95, 103, 99, 83, 90, 87
0x7f323a6d8100, 92, 101, 96, 81, 87, 83
0x7f323a6d8140, 83, 96, 87, 79, 85, 81
0x7f323a6d8180, 92, 107, 95, 85, 99, 95
0x7f323a6d81c0, 95, 104, 100, 85, 91, 87
0x7f323a6d8200, 91, 107, 95, 79, 85, 83
0x7f323a6d8240, 83, 98, 87, 77, 91, 81
0x7f323a6d8280, 93, 100, 97, 85, 93, 89
0x7f323a6d82c0, 93, 107, 97, 83, 90, 87
0x7f323a6d8300, 92, 102, 95, 81, 93, 83
0x7f323a6d8340, 83, 92, 87, 79, 85, 81
0x7f323a6d8380, 92, 107, 97, 85, 92, 89
0x7f323a6d83c0, 95, 102, 99, 85, 97, 87
0x7f323a6d8400, 83, 91, 87, 77, 83, 81
0x7f323a6d8440, 91, 107, 95, 79, 86, 83
0x7f323a6d8480, 93, 102, 97, 83, 95, 87
0x7f323a6d84c0, 93, 99, 95, 85, 92, 89
0x7f323a6d8500, 83, 98, 87, 79, 85, 81
0x7f323a6d8540, 93, 100, 97, 81, 93, 83
0x7f323a6d8580, 95, 101, 98, 83, 91, 87
0x7f323a6d85c0, 91, 100, 95, 85, 92, 89
0x7f323a6d8600, 83, 91, 85, 77, 89, 81
0x7f323a6d8640, 91, 101, 95, 79, 86, 83
